,appId,title,score,rating,review,comment,priceT,install,genre,developer,release
74,com.farhadmarket.app,FarhadMarket - Cryptocurrency Trading Market,4.2,877.0,319.0,"[""The app sign you out after some time every time and it's so annoying!"", 'very practical and useful', 'Very good application and good support.', 'So far I had no problem with this app. I hope it will get wide and expanded to give the best Crypto currencies services.', 'Its really good but dont supports all type of currencies ..']",Free,10000,FINANCE,FarhadMarket,"Jul 8, 2019"
75,com.flashift.flashift,Flashift - Exchange crypto at best rates,0.0,0.0,0.0,['The best crypto exchnage evar!'],Free,100,FINANCE,Flashift,"Jan 17, 2021"
76,com.flitaa.app,flitaa: crypto wallet for you.,4.4,112.0,92.0,"['After trying this wallet for the first time, I loved it immediately because of its simplicity. UX is friendly. Service is topnotch. Hoping to refer more persons. I like to also suggest that we have more merchants.', 'I have never seen an app like this before, all those wallet am coming across with, they are different from these, some of those wallet you might be facing some issues like sending of crypto without reflecting where you send it too. But this wallet is not like that. This app is really amazing i will recommend to other. thanks alot', ""Yeah, I was a bit lost at first. I'm used to Binance and all its complications. But Flitaa is easier. A heads up: If this team keep giving positive vibe and everything is going smoothly, they will get more clients....Their P2P service must be upgraded. But it's good for now. Very good. Thanks."", ""I personally love this app seriously it's a bae😘. When it's comes to transactions they are very good, fast and reliable But when it's comes to charges they're not friendly😭 Their charges is so high, you guys should try and do something about that. We know your services is not free but try and reduce the rate of charges so that we too can also smile\U0001f92d😋. Other than charges there's no other thing I will give you 5tars once I notice the charges has been reduce"", ""Though i haven't used the app. If it gives me what i want i will leave Roqqu. Please do well to avoid mistake Roqqu made. Many users lost their coins on Roqqu because of maintenance or so. Even at that they're supposed to rectify the issue without requesting anything from users because they have our database. I was pissed when they were requesting how many coins i had in my wallet and my proof of payment. It doesn't look professional. Take care of your customers. Try to improve your UI. Thanks""]",Free,1000,FINANCE,FLITBASE,"May 15, 2021"
77,com.fluidcoins.fluidcoins,Fluidcoins,0.0,0.0,0.0,"['No complains so far, good service', 'Excellent Service and Smooth UI.']",Free,100,FINANCE,Fluidcoins Technologies,"Nov 14, 2020"
78,com.flutter.litebit,LiteBit - Buy & sell Bitcoin,2.7,710.0,538.0,"[""After i update the app on July the 14 i cant get sign in on the app. ***Update *** After i reboot my phone the app is now fully functional again. Before i didn't have a problem running on the old update, but now my phone runs the update 3.1.0 and it wouldn't connect to the internet, solution restart your phone and you are good to go."", 'Customer service is ""great"", you open a ticket with an urgent matter and you get a reply, if lucky, 1-2 weeks later. And why? Because they were all busy to make a ""new improved design update"" which is horrible. Why would you take a good simple thing and ruin it? I would give 0 stars if possible.', ""App is very easy to use and intuitive, but extremely limited in features, the refresh rates are slow, and the fees will take you but surprise. I wouldn't recommend it but it is the app I got started with when I didn't know any better."", 'Fraudulent. With my first purchase I did not find any info on how high the fee would be. The second purchase said in the preview that there was no fee. Instead it took 4%. Luckily I only tested it with a small sum of money. Reply to the developers reply: At times I had the ""example transaction"" tell me the value of my cryptos after I would buy them. Once I bought them they were sometimes 5-6% lower than the value that was shown, there are only seconds between buying the cryptos and having them.', ""It's easy to use, but I would like to have an simple interface where I can see the gains etc. Currently you have to calculate stuff like that yourself 😕 (If there is some hidden page that has this.. let me know)""]",Free,100000,FINANCE,2525 Ventures BV,"Dec 12, 2019"
79,com.friendst.strangr,Bitcoin Wallet — Crypto Wallet,3.8,99.0,47.0,"['More jobs should be done on this app full of ads.', 'As soon as i entered it they said i had no connection , which i had', 'It will not let me in even when wifi is on', 'Trash it dies as soon as u download it', 'Good']",Free,10000,FINANCE,🥇 CryptWallet - Finance Services,"May 2, 2020"
80,com.g3shanappz.claimerbox,Claimer Box Multi Coins in One App,2.7,15.0,10.0,['Nothing but lies'],Free,500,FINANCE,G3 Shan Appz,"Jun 19, 2020"
81,com.gemini.android.app,Gemini: Buy Bitcoin Instantly,4.5,19747.0,4304.0,"[""offers only a handful of the many crypto currencies that most platforms have, but offers some currencies that the major platforms don't offer which is nice. the buying and selling fees aren't outrageous but are still on the higher side. the other main noticeable issue that I have encountered is the pricing on the currency. its probably 5 to 15 minutes behind what the actual current price is on your investment. so becareful when buying and selling! other than that, very simple and easy platform"", 'App is a scam. They\'ll let you stick whatever you want in the app but then when it comes time to take it out and stick it back in the bank they make it as difficult as possible with no help from customer service. I sent an email and was told"" It seems you were able to link a bank! Thanks for using our service."" I was never able to link my bank for withdrawals. Only deposits. Surprise.', 'xplained Cookies are integral to the way modern websites work. Most personalisation and social media integration on websites relies on cookies in one way or another. However they can be used in a way that doesn’t benefit visitors, and they are often used to track people across the web, and build up profiles that are very valuable to brands and advertisers for targeted marketing. This is often seen as an invasion of privacy, and because cookies are a fairly quiet technology – this can be happen', ""Frustrating at best. No customer support. There program is buggy. The latest update caused all my grief. Don't dump a lot of cash here until you get everything working right. Start small and practice. Do small test transactions. You won't be doing any day trading here! I'm freaking out and I haven't even tried to get anything off the exchange yet."", 'Excellent platform. Gemini has worked very well for me both in trading and deposit/withdrawal. I will recommend Gemini to everybody because it is very easy to use and they have an excellent support team. All my questions are answered in few minutes time and I received my withdrawal in my bank account within a business day. Good job Gemini...']",Free,1000000,FINANCE,Gemini Trust Company LLC,"Dec 10, 2018"
82,com.giottus.giottus_mobile,"Giottus - Bitcoin, Crypto Trading Exchange India",4.4,5700.0,3432.0,"['The app is doing excellent as of now. I wish the UX could be more smoother. It can have Pie charts on Cost Price vs current price so that the user can see if he can sell the coin or keep it. Edit : The current update is doing good in terms of UX Design. Thanks 😊', 'App not opening from few weeks. It just hangs up at startup and does nothing. I am forced to use browser. It was working for me initially, not sure which update caused issue.', 'This Update brings me good app experience and no lags. I accept the UPI Issues sometimes , because of its banking side issue not yours. Finally found some good and simple crypto exchange india.', 'Needs improvement especially if there would have been direct deposit option. It would be better The charges have been increased from 0.150% to 0.250% . Open orders have been more feasible with more choices. If there would have been option to see the chart from 7 days 14 days or month or year comparisons. It would be best', ""In the markets tab, we couldn't able to sort the pair, last price and 24h chg columns. This feature is available only in the browser version. Please enable the sorting for the above three columns to analyse the market easily. Also, when I mark a coin as my favourite, it is actually not beeing picked up. Whenever I visit favourite tab in the markets, its always blank even after choosing multiple coins as my favourite item. Please fix.""]",Free,100000,FINANCE,Giottus Technologies Private Limited,"Feb 1, 2021"
83,com.holacoins.wallet,Hola Coins,4.2,2387.0,1435.0,"['I have approximately 35 coins which i earned through referral program within 1 months hardwork . After sometimes they bolcked my account and nearly 2 minths later they reactivayed my account. After that i saw my mails and login my account.i am shocked my 16 coins sends to the hola coins address. I contacted sevral times to the hola coins team through mail. But they said lastly your problem sent to the concerned team. Nearly 10 days period is goes on but they do not replied on my problem.', 'Love their value but it would be nice if they made a easier way for us that are not Social Platformers to get coins,', '""Enter referral code(if you have any)"" leave empty press next:""Please enter a valid referral code"" support says you need a referral code. just imagine the stupidity 🤷\u200d♂️', ""Unable to sign up , it is asking for referral code. I don't have any referral code how can I submit. Really frustrated 🤷🤦😬"", 'This is very good application.I was downloaded and Register get 4.10$ value HAC Token.I hope this is strong project.']",Free,50000,FINANCE,Hola Coins,"Aug 24, 2020"
84,com.idbtec.otppaycrypto,OTPPAY - Crypto Exchange & Merchant Payments,4.6,92.0,59.0,"[""dissapointed but not surprised I made a claim for my work in translation bounty. They said they already sent the funds to my specified address but it is nowhere to be found. They made an error and refused to properly address it. Also, support is basically non-existent A month has already passed since my ticket was last replied to. If they can't handle this little error, I dont think you can trust this app with your money."", ""It's really good to see wallet, exchange and payments going to be under one roof, otppay rocks!!!"", 'The next great exchange, fiat boarding ramp, crypto payment solution, etc. all rolled into an easily navigated app! thank you OTPPAY!', 'Highly recommended. Good customer support and best crypto payment application.', 'very useful app. user friendly and trustworthy. Great service. thank you']",Free,1000,FINANCE,Otppay OU,"Aug 13, 2018"
85,com.instantcoins,Instantcoins: sell bitcoin in nigeria instantly,0.0,0.0,0.0,[],Free,5000,FINANCE,instantcoins technologies,"Jun 19, 2020"
86,com.ixx_android,IXX-Buy & sell Bitcoin and other cryptocurrencies,4.7,168.0,83.0,"[""This app is extremely sketchy. It's made by some Chinese developer who didn't even pay for proper translation (some areas aren't even translated!), nothing's explained, the whole thing just feels off. My recommendation? Stay far away from this app. The 5 star reviews are probably fake."", 'When i open the app, it stays on the home screen. Does not move', ""Doesn't open. Seems sketch"", 'Had issues registering had a few seconds to put the verification numbers in and the verification number was going to spam.', ""Getting rid of this junk app i signed up and it was supposed to send me a code to my email but it won't""]",Free,5000,FINANCE,IXX,"Aug 15, 2019"
87,com.jex.trade,Binance JEX - Bitcoin Futures&Options Exchange,4.1,747.0,377.0,"[""Can you please make the available around the world...I used it in SA when I arrive in Kinshasa it's not working and my money on it"", 'App not logging in since i opened my account, multiple complaints to customer service yet not resolved.', 'Terrible support been a month since I requested 2fa change. Still no access to my funds.', ""Even if you don't use this app they take your data and give it to 900 other companies! Then when they call you and you tell them to delete you from their records they say it's impossible! I emailed there support with a GDPR notice and got an auto reply saying support doesn't have an email! They have been reported to the ICO. DO NOT USE THIS APP!!"", 'My account cant be open anymore after i upload the certivications, please give back my money jex!!!']",Free,500000,FINANCE,JEX Technology Limited,"Apr 25, 2019"
88,com.kinesis.kinesisapp,"Kinesis Money - Exchange Gold, Bitcoin & Currency",3.9,279.0,131.0,"['App keeps closing itself before I get a chance to log in since your last update ! Please fix this problem', '2FA is painful. I have a fairly old phone and swapping between the auth app and Kinesis resets the login screen. Not enough time to enter code before refresh. Offer option to text code instead? That way it appears at the top of screen without needing to navigate away. Some apps like WhatsApp can also automatically read and submit the code from text which would be awesome.', ""App is useless!! Trying to set up says I have to put in my info keeps sending me out of app then tells me to log in and won't let me do that from browser that it sent me to! Like the idea of gold backed but until you get a working app piss off."", ""I really wanted to use this app. I went through so many verifications between my computer and my phone, that was nearly an hour of work to get to where I could finally make a deposit and buy some gold or silver. Then they tell me I have to go to the Australia National bank website to actually deposit money, which requires creating another new profile. I'm done, this is ridiculous."", 'Terrible app, nothing but problems from the beginning! Nerve-wracking when dealing with private personal information and money!!']",Free,10000,FINANCE,Kinesis AG,"Feb 28, 2020"
89,com.koinkoin,KoinKoin - Crypto Exchange & Wallet,0.0,0.0,0.0,"['Superb interface and choice of assets. Compared to other crypto exchange apps, KoinKoin shines when it comes to ease of trading using diverse fiat currencies. A+', 'Easy to use! Quick buys with my debit card gives me instant access to crypto']",Free,100,FINANCE,KoinKoin Development Enterprise,"Feb 22, 2021"
90,com.koinstrap.koinstrap,"Koinstrap: Buy & Sell Bitcoin Ethereum, Litecoin",3.4,13.0,7.0,"[""😰i forbid this app. This is a scam app. U cant even transfer your coin and they will want you to provide your whole bank details so they will flush your bank account. Thief's"", 'Its an Awesome app... Quick transfer of BTC or LTC and quick withdrawal to Bank Account...... Kudos... Great App.....', 'Rubbish app have ever seen,trying verifying my bvn,but it will say unable to verify bvn', 'I no this app is a scan.... bewares', ""I can't verify my bvn with this application""]",Free,500,FINANCE,"Koinstrap, Inc","Aug 28, 2020"
91,com.litecoinplus.androidwallet,Litecoin Plus S,3.4,14.0,9.0,"['My first few deposits went smoothly and the app is pretty decent, something like fingerprint scanner or something to open your account would be a cool add on. Anyway cool app with a good support team pushing and working hard on the coins development. Well done.', 'Excellent, fast and stable! Staking works perfectly.', 'Exceeding good work on this. Thank you !! Staking works perfect.', ""Don't accept my valid email as a new register"", ""I don't even know how to deposit in this thing""]",Free,1000,FINANCE,Simone Lussardi,"Jan 29, 2020"
92,com.maicoin.max,"MAX Exchange - BTC, ETH & MITH",4.2,739.0,339.0,"[""Notification every hour saying this or that went up or down by what % but app doesn't open up to anything else, i can't do anything. this is the only mith app! sad. uninstalled."", 'Elegant interface, easy to use.', ""Useless. It's only useful if you have a Taiwan passport or local ID. They should remove the ARC option from their application."", 'This is a great, easy to use app for trading BTC and ~60 other crypto pairs.', 'Clean UI design and smooth navigation']",Free,50000,FINANCE,MaiCoin Eng,"Jul 1, 2018"
93,com.matrixport.mark,Matrixport: Get More From Your Crypto,4.4,231.0,126.0,"['Nice rewards and no problems encountered during deposit/withdrawal. Supports bank wire transfer as well. Recommend!', 'Says right on the website all of the countries that are not supported. Including the US, Canada, US Virgin Islands....etc.... Many others have reported issues withdrawing thier crypto based in US, and appears they lost their crypto, user beware! Not sure why this is available to download in the US.... seems like a scam.', 'Nice welcome rewards, specially the running giveaway offer. Good to have as DeFi app, just getting started with it, but looks promissing.', 'Matrixport is an excellent platform that makes it possible to start earning large sums of money in a short time.', 'Signed up for the free trail. While I was researching what to do. It expired. Thanks matrixport lol']",Free,10000,FINANCE,Matrixport,"Oct 23, 2019"
94,com.monnos.android,Monnos | Buy Bitcoin and Cryptocurrencies,4.8,790.0,520.0,"[""Awesome crypto savings system and the only one with strategies that can be got from other users. It's just missing some coins (like Monero), but I believe it's a matter of time."", 'I think monnos is the best and secure wallet, easy and automated trade with sweet weekly income for every user ,monnos all the way to moon ,win win win monnos is my high way', 'Monnos app is one of the best, it a win win win for any user. What I love most is the strategy and saving', 'This product has a lot of potential and I would love to track the progress as it is made. However, please have a translator or native English speaker overlook your project as there are grammatical errors which can look unprofessional.', ""I still don't understand how I would earn,how long does it take before deposited coin starts generating interest I've tried. I would only give it a 5 🌟 when I get to understand this other wise I love the app.""]",Free,10000,FINANCE,Monnos App,"Sep 17, 2019"
95,com.mycontainer,MyCointainer - Earn crypto rewards,3.0,530.0,442.0,"['Started okay bought power up got some rewards okay. But have to give em 1 star btc deposit is curently at 11 hrs and counting since being fully confirmed on the blockchain but not reflected in account. I was told third party handles deposits and it would be a few hours that was 6 hrs ago shamefull amount of time for crypto to be transfered. Idk happens every deposit no smooth deposits.', ""I started using My Container in June 2020 and I have deposited a bunch of coins on there, also subscribed to the POWER subscription. At first it did run smooth but now I do not get coins every month for the extra subscription. There are some things that I do not agree with, one is that the POWER subscription just got raised without any notice, the second one is that there is a minimum withdrawal for coins and the third is that one does not get rewards for the coins he gets on the subscription. The phone app is a bit shady and has some glitches once in a while like not showing exact amounts, or mistaking the amounts received with euro currency. My humble opinion is that it is a service that can be improved. I would like to see more details on the coins and earnings, 8 decimals as they should be. I would like to not have a minimum withdrawal and maybe get rewards for the rewarded coins one gets. Besides these things that some wouldn't consider minor, the service is a decent staking and masternode service. I do enjoy the giveaways that they have once in a while. Thank you"", ""The app isn't too bad. It lacks all the features you'll find on the website, but it keeps up. This app is pretty much unlike most others in terms of crypto currencies. They offer you airdrops left and right and all sorts of ways to earn. There are some downsides. My KYC verification took about 20 tries. I'm not sure why, but it did eventually go through. If you are looking for an app that will reward you for staking crypto this one will do it. Just be alert that you'll need to stake ~$100 worth of whatever it is you are staking, or you won't be able to withdraw it until it hits that level. The APR earnings are just ridiculously high so it's definitely worth investing some time and effort into. I'll be using them for a a while."", 'Unexpectedly robust app! Walked through the app for to login and check the mobile UI. Perfect and Very tidy! But it would be more entertaining and not boring if you guys add some twist on it, some rewarding game/s, maybe spin the wheel, some scratching games, or coin prediction. As a user and money making online hunter, that is a ++ bonus. Or daily check in that rewards that makes us go check the app daily. :)', ""The app seems okay overall. The Web version is way better than this app, both in functionality and UI. The app is a lot limited and is mostly useful for getting legit and up to date airdrops. Otherwise than that, I can say there is need for a lot of improvements. But I'm good with the app, I see they are making a lot of progress.""]",Free,10000,FINANCE,MyCointainer,"Oct 20, 2019"
96,com.nakitcoins.wallet,Nakitcoins,4.7,12.0,7.0,"['Best Choice', 'Great']",Free,500,FINANCE,NakitCoins App,"Mar 30, 2021"
97,com.net_cents.netcents2,NetCents Cryptocurrency Wallet,4.6,151.0,67.0,"['Nice and clean design. First impression is very good', '*** Do not support fingerprint or FIDO2 authentification...be worry for Cerberus RAT attacks! *** Not protected against snapshot captures!', 'These guys share your data with other companies. I signed up with a brand new email address literally the next day I am being bombarded with spam and fishing emails that have my full name from other crypto sites that are known scams! Do not download this app!!!!', 'One star for right now. I stacked with birthday. Just trying put information about my birthday and app stop work right away. Guys, please do something. Thanks', 'A new experience to pay']",Free,1000,FINANCE,NetCents Technology,"Oct 12, 2017"
98,com.newgo.coincola,CoinCola - Buy Bitcoin & more,4.8,819.0,345.0,"['Would have rated it 5 start but pls ensure to add sellers rating at the top of the home page so as to knw sellers that are scam and those that would delay coins.... Sellers rating is essential as well as buyers ratings', 'Gave three star due to unpleasant treatmenrt shown toward vendors on the platform non- vendors shouldnt be allow to hold vendor coins for long due to drop in btc which affect our trades by making loses after seller getting a value of what sold. Something should be done', ""I don't know what's wrong with the app. It's my first time buying from there. I made an external withdrawal to another wallet. the money has been deducted from my balance but not deliver on the receiving address. And I tried contacting the customer just to discover that no customer is online and also I was not able to create a ticket. This is somehow looking like a scam app."", 'After nearly 100 transactions, I can say that this is a great app for purchasing crypto. A must have for anyone looking to purchase using Wechat or Alipay.', ""I'm really enjoying the app honestly, thank you coincola!""]",Free,50000,FINANCE,CoinCola Limited,"Jul 7, 2017"
99,com.nexowallet,Nexo - Crypto Account,4.0,10658.0,5014.0,"['I must say I was excited after reading through their claims and statements prior to registering. Or register/sign up attempt is more like it. I received an error each attempt. The verification email link failed and I was told to try again. 3 more attempts still without verified email. My logic: they cannot even process a simple registration with the app so how safe will my assets be with them? I really did want to give it a chance, however I just do not enjoy throwing money away. Uninstalled!', 'Support on this app is an issue. They take for ever to get back to tickets and the live chat is fairly unhelpful. Id be careful transferring fiat into them it takes 2 or 3 times longer not sure if there using the money before it arrives in your account. Im still waiting for 200 usd i transferred 4 weeks ago, they just keep blaming banking partners. Seems very suspect to me its a shame because what there trying to achieve is very good but let down heavily by support and actually getting money in', ""I don't know how they failed at email verification. It took a solid 30 minutes of getting error after error to sign up. Now that that's done, it's quite nice. The APY is good and they will cover the ETH transaction fees!"", ""Great platform. Funds are insured. Great opportunity rather than letting assets sit around doing nothing. With just a small amount of my assets being used currently just in a few months I've made more in interest than with every interest-bearing savings or checking account I have ever had with any bank - COMBINED!"", ""I made my account and transferred in my coins. My advanced verification was pending and then I got an email saying that my account was going to be terminated with no specific reason why. Reaching out to support only got me the same vague reply that they had a reason to close my account but not what reason. Luckily, I was able to remove my coins but I can't ever use Nexo again.""]",Free,1000000,FINANCE,Nexo Capital Inc,"Jun 28, 2019"
100,com.nobillio.coinbaazar,Coinbaazar - Buy/Sell Bitcoins Exchange,4.3,13.0,10.0,"[""What's the matter to reject my password.. I am trying a lot of time but I can't create my account... Really annoying..."", 'Great platform to buy and sell btc, convenient , cheap and fast.', 'Best chat support for users ... Nice app for buying and selling btc with this P2P exchange for so many payment modes ...', 'very easy app to trade, send and recieve btc, 300+ ways of transacting.', 'The best P2P platform currently available💯✨']",Free,1000,FINANCE,Coinbaazar Exchange Team,"Aug 31, 2020"
101,com.node.coindirect,Coindirect - Buy & Sell Bitcoin Instantly,2.1,503.0,420.0,"['Great app! Easy to navigate, register and manage wallet. A few people have reviewed negatively about the verification and wallet credit processes but I found it simple and quick as long as you follow the instructions provided. Especially the digital recognition selfie validated my identity immediately as long as photo taken in good light. Also the crediting wallet through bank transfer was instantaneous as long as you use the reference provided otherwise it will take a couple of days to process', 'Amazing app! Love the look and very easy & simple to use.', 'DO NOT USE THIS APP!! AVOID @ ALL COSTS!!! 1. It didnt allow me to take s selfie i then had to use the camera on my laptop. 2. I deposited £400 last week into my wallet and still nothing till this day. 3. Support team is non existant just bloody USELESS.....', 'I used to like the app. Now with the new update the login is ver very slow', 'Dont use this app. No support at all. My last 2 withdrawels went through but didnt reflect at my bank, Cant get support for over a week now,']",Free,50000,FINANCE,Coin  Limited,"Oct 10, 2018"
102,com.nova.dax,NovaDAX - Buy & Sell Bitcoin and digital assets,4.0,9113.0,4856.0,"['App is good but the deposit could fall automatically you have to confirm the same amount you transferred in other brokers the deposit falls automatically already falls into the account', ""Right on the day some altcoin goes really high up the platform goes down, a little strange right? That seems like manipulation... But let's wait for the next surge and se how things go."", 'one of the best app. for trading in cryptocurrency, very easy and transparent for buy and sell, recommend to all👍👍', 'Everything perfect for a while!!!', ""I'll give then 1 star because every bull run... They block the use of the app . Making you unable to withdraw or sale your assets... Shame on you nova dax""]",Free,500000,FINANCE,NOVADAX BRASIL PAGAMENTOS LTDA,"Sep 20, 2019"
103,com.okinc.okex.gp,OKEx - Bitcoin/Crypto Trading Platform,4.4,105738.0,37673.0,"[""The price for transactions is so low and the app work very smoothly,Sometimes it takes longer than I'd like to process a transaction with them."", 'Easy to use and simple,Great,Stays up to date with current prices. I check this app every hour.', 'It is easy to use and powerful. My login problem has been solved after updated it. Thank you okex for your prompt reply!', 'Worst application with system error. Cannot login since many weeks and team cannot afford to fix it. This reflects how reliable the firm is for trading. Recommending all not to install this app.', 'OKEx is an easy way to get started,I love how easy this app is to use and it’s fees are very competitive with other networks.']",Free,1000000,FINANCE,OKEX MALTA LTD,"Oct 29, 2019"
104,com.panaeshacapital.pcex,PCEX Member - Bitcoin & Cryptocurrency Exchange,3.2,20.0,18.0,"['I can\'t sign up.. it\'s showing error ""please select captcha"" while there\'s actually nothing on the screen.', ""Stupid and ridiculous developer It's doesn't ask any captcha but shows enter captcha to register 😑"", 'Mobile app ia not working In your website not able to withdraw The chat suppprt is useless complete no reply nack The ticket take forever to get resolve Intialiy i had recomended this app to other but now think not to', 'Unable to login from the app. I can only login from website. App always shows 404 error', 'Amazing app! Great for beginners and experts alike. It’s very easy to use. Anyone can deposit money, trade cryptocurrencies, and withdraw money in their bank account in faster turnaround time.']",Free,500,FINANCE,Panaesha Capital Pvt. Ltd,
105,com.payperless.wallet,Payperless Crypto & BTC Wallet,0.0,0.0,0.0,[],Free,50,FINANCE,Payperless,"Jun 3, 2021"
106,com.payplux,PayPlux - Buy & Sell Bitcoin in Ghana.,3.8,218.0,155.0,"[""I think your app is having a bug, it's been a whole week since I tried to open the app to buy BTC ,it's loads and never opens"", 'Very good app. I use it to buy and sell my bitcoin from my blockchain wallet and can convert it into Ghana cedis and payment is made directly to my account on vodacash', 'Fast, convenient, secured and Seamless experience', 'Payplux.... I\'m having a big difficulty signing up. I first tried my phone number and I was told ""authentication failed "" . I then tried with my email address and this was what I\'ve gotten ""these credentials do not match our records. Please kindly rectify the problem.', ""I've submitted my ID card and all credentials, necessary for verification, through Payplux's WhatsApp contact but yet still, no response. It's been more than 3 weeks now, but still no response. I think it's time to uninstall this app since you guys are not serious.""]",Free,10000,FINANCE,Qodehub LLC,"Jan 22, 2020"
107,com.payscript,Payscript Wallet - Buy / Sell Bitcoin & Crypto,0.0,0.0,0.0,['Wow!Superb application...'],Free,100,FINANCE,payscript,"Oct 13, 2020"
108,com.phemex.app,"Phemex: Top Bitcoin Exchange App, Crypto & 0 Fees",4.7,9594.0,2150.0,"[""The trading in the app was good, but when I applied for withdrawal they didn't asked me to complete my kyc and now they have locked my account. I have mailed kyc details to them 10 times they said they will clear the backlogs at the end of the quarter and now it's 3 months now, my account is still locked and MY MONEY IS ALSO STUCK IN THE ACCOUNT and i don't know what to make the account unlocked and they don't reply to mails now and that made me give 1 star. I mailed your customer support again."", ""After seeing all the reviews about issues user's r having with id verification & ur bonus program i decided not to download. Suggestion instead of freezing an account over misuse of a bonus just have something pop up telling them they can't with a link sending them to the bonus rules? And fix ur I'd verification issues"", ""App works well, however I can't complete the KYC because the app crashes every time I try to. The app doesn't crash during normal use, only when I try and complete the KYC. Which basically means it's worthless as I can't cash out any of my earnings"", ""Has wide range of options, with a customer oriented app as well as website. Not to mention their customer service beats any competitor by far,so yes it's a no brainer 5star all the way."", 'Everything was great, at first. However, the last 3 days that I\'ve been on has been a nightmare! The service will freeze up (Android, iPhone, website) and it has caused me to liquidate 3 times now! I\'ve lost over $1,000 due to this ""glitch"", so just beware! :Edit: Edit: It has been several weeks with no response. I\'ve reached out again and was told that my ticket would hopefully get expedited soon. That was a week ago. I don\'t think anyone is trying to help me.']",Free,500000,FINANCE,PHEMEX TECHNOLOGY PTE. LTD.,"Feb 19, 2020"
109,com.plasmapay.androidapp,PlasmaPay - cryptocurrency wallet and DeFi app,3.0,27.0,16.0,"[""This app does not appear to be functional. I can not activate my account, that is assuming it actually loads. Seemed like it had promise but it just doesn't work."", ""Can't sign up error on capcha"", 'Always an error', 'No way to create usd wallet always showing error', 'Great app']",Free,1000,FINANCE,Plasma Alliance,"Jul 31, 2019"
110,com.plunien.poloniex,Poloniex Crypto Exchange,4.0,5400.0,2867.0,"['Very good exchange with great products and digital assets that are easy to use, buy and trade.', 'I was a fully verified web customer until I opened the App, it completely undone my verified customer status, locked all transaction capabilities.', 'Easy to register, easy to use will see so far so good', 'Has very nice charting.. But I noticed Transactions are very slow on this exchange, compared with other exchanges. Also I deposited money with my mastercard, still waiting for the money to drop.', 'I used this app to deposit USDT ERC 20 to my wallet at Poloniex. Month already passed and no money on the balance. I created a ticket month ago but still no reply from support! Please help!']",Free,100000,FINANCE,"Polo Digital Assets, Ltd","Jun 19, 2017"
111,com.pointpay.bank,PointPay Bank: Cryptocurrency Wallet & Exchange,4.7,3142.0,1617.0,"['The platform is good but its always lagging and very slow,., it also crashes especially if you try to transfer assets,., also add additional coin in swaping like usdt to trx because you only include major currencies which have expensive fees', ""Amazing product to buy crypto! Actually it's better than any other bank in the world. I believe it's most easiest and fastest crypto bank. You got wallet to store coins and currencies, exchange, checking & savings to yearn yields (30%/yr), loans and more. it's combined product of all binances, coinbase and defi companies. Go for it!"", ""Difficult to sign up, keep asking for Referral code, when I've got known even tho it's optional, each time I try to boycott the referral code, App stops automatically."", 'While registering got stuck on ""select country"", after typing the country there is no option to proceed or select (bug)..', ""This app is like dreams came true Thanks a lot to developers and support system and everyone who are in this app. I've been struggling to get great crypto wallet. I suggest everyone this is finest wallet and bank. I love the app. PointPay is the future.""]",Free,100000,FINANCE,Point Pay OÜ,"Jul 21, 2020"
112,com.polispay.copay,PolisPay - Cryptocurrency wallet,4.2,128.0,76.0,"[""Polispay support takes an average of 4 to 7 days to respond. They don't seem overlying worried about the issue I was having. Simply told me they couldn't replicate it and stopped responding to me. The issue I had was Firo coin never made it to the Polispay app and every time I open the Firo balance, the send/receive options wouldn't load. Desktop and Android apps effected. Did basic reload, refresh and reinstall. I don't recommend this app."", 'I have been using polispay since 2020, But this time after I send ethereum to another address it failed. I chose the highest fee polispay could ever offer but it failed not only once but twice. Now my balance is half the balance I want to send because they deducted it. Balance not transferred because out of gas. POLISPAY is a thief!', ""Frustrating! Glitchy! App won't allow transactions or epay Top-up purchases. Sent messages to helpdesk with high importance - no response. Now I have to search out alternative. Annoyed! Update: Helpdesk responded. Desktop app works with no issues, although shift is still unavailable (3 months)."", 'Love the app and the Polispay Mastercard that connects to it. Using different currencies while traveling is a breeze. Awesome multi coin wallet!', ""Installed mainly to load some DeepOnion. It's a snappy and sleek app with clean interface. Good all-rounder. Will keep.""]",Free,5000,FINANCE,Polis Hold S. A. P. I de C. V,"Feb 21, 2018"
