appId;title;summary
com.expressvpn.vpn;ExpressVPN - #1 Trusted VPN - Secure Private Fast;Go online safely with blazing-fast speed in just a few taps with ExpressVPN.
com.swiftspeedappcreator.android600d09f19a199;Coinsbit Crypto Trading Exchange;Coinsbit is a cryptocurrency exchange with which cryptocurrency trading
com.btc.lumi.bestofwallet;Lumi Wallet ,Crypto and Bitcoin Wallet;Hierarchical Deterministic Bitcoin Wallet.
com.coffye.easymining;Easy-Mining Mobile;#1 Best Mining Mobile Web App: www.easy-mining.online
com.node.coindirect;Coindirect - Buy & Sell Bitcoin Instantly;"Coindirect is the most trusted place to buy, sell, and convert bitcoin &amp; crypto."
com.aladiex.global;Aladiex;AladiEx App: Trading Bitcoin and Cryptocurrencies with ease using our crypto app
com.mizmowireless.acctmgt;myCricket;Manage your wireless account easily while on-the-go!
com.dsi.ant.plugins.antplus;ANT+ Plugins Service;Enables ANT+ wireless communication for ANT+ enabled apps.
com.lxd.java_websocketclient;CoinFLEX;The app lets you easily trade cryptocurrencies from your phone
com.btcc.mobiwallet;Mobi - Crypto Asset Wallet;Mobi is a digital wallet that allows you to transfer, store Bitcoin and more.
com.tmobile.services.nameid;T-Mobile Scam Shield;Your call control center.
com.hashcash.bitrump;Bitrump;"Crypto &amp; Bitcoin Trading"
com.bamnetworks.mobile.android.gameday.atbat;MLB;The #1 source for live baseball. The official app of Major League Baseball.
com.betepal.wallet;Betepal Wallet - 币宝 钱包 安全加密 USDT 比特币BTC 区块链 以太坊ETH;Betepal Wallet is the official secure encrypted wallet that safely and reliably sends, receives and stores Bitcoin and many other encrypted currencies and digital assets.
com.htc.android.mail;HTC Mail;An easy, intuitive way to organize your email accounts.
com.tmobile.pr.mytmobile;T-Mobile;The redesigned T-Mobile app is made for you.
com.tradingview.tradingviewapp;TradingView - Stock charts, Forex & Bitcoin price;"Stocks, Forex, Crypto trading. Technical analysis, Investment ideas &amp; strategies"
com.app.bitay;Bitay - Easy Bitcoin Exchange;Global Cryptocurrency Exchange
com.cenci7.worldcryptoindex;World Crypto List - Your Coin Market App;See all the cryptocurrencies info updated | Powered by World Coin Index API
skywallet.net;Skywallet;Skywallet is a multicoin wallet application designed for iOS and Android devices
cryptocurrency.bitcoin.altcoin.tracker;Crypto Tracker - Buy Bitcoin BTC, Ethereum, Ripple;Coin Tracking 💸 Cryptocurrency Apps: Buy Bitcoin BTC, Ethereum, Ripple, Wallet
wallet.alltoken.lumi.wallet;Lumi Wallet Ethereum Crypto and Bitcoin Wallet;Wallet Ethereum Crypto and Bitcoin Wallet
com.market.prostar39.wisechanger;WiseChanger;WiseChanger was founded in 2020, it's the mobile version of wisechanger.com
ca.parker.cryptoxrt2;Crypto XRT Bitcoin Widget;"Clean and Compact Cryptocurrency Widget. 
Bitcoin Ethereum Litecoin Dash +more"
io.adara.client;Adara Bitcoin & Crypto Trading;Adara: the most secure way to buy, sell and trade cryptocurrency.
wallet.snowgem.bitfrost;TENT Wallet;"TENT Wallet. A Multi asset crypto wallet to buy, swap &amp; manage your crypto."
com.airgoat.goat;GOAT – Sneakers & Apparel;Shop authentic sneakers and designer brands from the past, present and future.
com.EYGAMES.BitcoinGame;Crypto Mining : Free Bitcoin Machine Simulator;Start your crypto career ! Bitcoin, Ethereum, Litecoin, Chainlink and others...
com.intangibleobject.securesettings.plugin;Secure Settings;Automation features for the Android enthusiast
ph.pdax.mobile;PDAX;Trade the world's top cryptocurrencies safely and securely using the PDAX app.
br.com.alfredbot.tips.android;Alfred Bot Signals Crypto Bitcoin/Altcoins Binance;Free Crypto signals with 82.5% success rate. Bitcoin/Altcoins Binance
com.ffa.top8crypto;Simple Widget TOP 8 crypto price in euro;Simple widget displaying Ripple - XRP price in euro
com.gomin.portable.wifi.hotspot;Wifi Hotspot, Net Share, Free Hotspot, App Hotspot;Easily create wifi sharing, free hotspot in second by wifi share, app hotspot
com.droid4you.application.wallet;Wallet: Personal Finance, Budget & Expense Tracker;"Money management made simple. Track spending, budget, manage bills &amp; save money."
com.afterpaymobile.us;Afterpay: Buy now, pay later. Easy online shopping;"Buy online &amp; pay later - browse the latest shopping deals in fashion &amp; beauty"
de.refinca.converter.currency.crypto;Crypto Currency Converter;Crypto currency converter and exchange calculator
io.bincap.exchange;Bincap — bitcoin exchange and wallet;Buy, sell and trade the most popular cryptocurrencies.
trade.paper.app;Paper Trade: Stock Trading Simulator;"Test your stock &amp; crypto trading strategies on a virtual trading platform"
com.vueapps.cryptocurrency;Crypto News Scoop - Cryptocurrency News & More;"Daily Scoop Of Bitcoin, Cryptocurrency News, Signals, ICO&#39;s, &amp; Price Ticker"
in.sweatco.app;Sweatcoin — Walking step counter & tracker;🎽 Pedometer that gives sweat coins for steps. It pays to walk!
com.azure.authenticator;Microsoft Authenticator;No more passwords, easier sign-in, and greater protection for your accounts.
com.stubhub;StubHub - Live Event Tickets;Buy tickets for any concert, like Elton John's farewell tour, at the best price!
com.captainteemo7.coin_market;Coin Market Cap - DOGE, WIN, BNB, BTC, Cake, BAKE;Win, DogeCoin, BinanceCoin, PancakeSwap, WallStreetBets, Bitcoin, Ethereum
com.dsi.ant.service.socket;ANT Radio Service;Enables ANT and ANT+ wireless technology in your phone or using an ANT USB stick
com.htc.sense.hsp;HTC Service Pack;Install the latest service pack to help keep your HTC experiences up to date.
com.wealthsimple.trade;Wealthsimple Trade: Buy & Sell Stocks;"Buy &amp; Sell Stocks in a Few Taps. $0 Commission. No Minimum. No Paperwork."
co.bacoor.keyring;KEYRING PRO | Multichain Wallet Connect ETH, BSC;"Web3 Wallet Connect for Defi Apps on Ethereum, Binance BSC, HECO &amp; Tomochain"
com.asus.ia.asusapp;MyASUS - Service Center;ASUS Exclusive Client Service -Serving our valued customers 24/7.
com.quick.earnfauc;QuickCrypto: EarnFaucet;Quick Crypto Bitcoin Faucet is a Free Reward System
com.strongwallet;Strong Wallet;Enable user to store Ethereum, Solana, and tokens with great DeFi solutions
org.interfix.agxpaymobile;LODEpay Digital Silver and Gold;LODEpay: the world’s first Digital Silver Money System powered by blockchain.
com.freeway.android_prostocash;Prostocash – обменять и продать Биткоин;Prostocash - exchange and sell Bitcoin
com.saintblock.bracewallet;Brace Wallet - Next Stable Coin;Keep your assets simple and safe.
com.google.android.apps.subscriptions.red;Google One;Automatic phone backup, expanded storage for Drive, Gmail, Photos, and more.
com.tracfone.wifiutility;Wi-Fi Utility;The Wi-Fi Utility finds, manages and auto connects to available Wi-Fi hotspots.
mobi.wifi.toolbox;Swift WiFi - Free WiFi Hotspot Portable;"Millions of Free WiFi Hotspots, Find &amp; Connect to Shared WiFi around the World."
com.ok.coin;Coin2World - BTC OTC Exchanger - ETH USDT EOS LTC;"Global Leading OTC Cryptocurrency Platform, Fast Transaction, Safe &amp; Reliable!"
finance.empower;Empower: Instant Cash Advance & Get Paid Early;"Cash Advance up to $250. Mobile Banking. Budget &amp; Savings App. Spending Tracker"
com.shamimsoft.nerkh;نرخ ارز ، سکه و طلا;Get dollar, coin, gold and digital currencies daily and momentarily.
io.cococoin.app;可可交易所 可可金融旗下数字货币交易所;Cocoa Exchange Cocoa Finance's innovative membership digital currency exchange
com.att.callprotect;AT&T Call Protect;More control, less spam calls.
com.offerup;OfferUp: Buy. Sell. Letgo. Mobile marketplace;Letgo is now part of OfferUp! Shop local items, find deals or sell in seconds
com.damiapp.softdatacable;Software Data Cable;Software defined USB cable, send contents wirelessly at lightning fast speed
com.ebcecosystem.wallets;EBC Wallet;EBCWallet to store and control your cryptocurrencies: EBC, BTC, BCH, ETH, USDT.
com.modelxv64;Stratum Advanced Wallet;Use SAW and add value to your crypto on Hold.
com.coinmarketcap.android.btc;Crypto MarketCap - Bitcoin Price Widget & Alert;"Bitcoin and Cryptocurrency Tracker app with Charts, Coin Price &amp; Portfolio."
com.starmedia.realtimewidgetpro;Bitcoin chart widget(pro.);Warning! Some exchange chart can be stopped as per API status.
com.vcast.mediamanager;Verizon Cloud;Safeguard your precious content, even if your device is lost, stolen or damaged
com.justin.cityapps.cryptoTracker;Crypto Tracker - Analyze, Simulate CoinMarketCap;Analyze and simulate trading, holding of crypto market, exchanges, derivatives
com.yatirim.livecryptocoinmarket;Live Crypto Coin Prices;Crypto  app allows you to watch instant price changes for popular crypto coins
com.surfshark.vpnclient.android;Surfshark VPN - Fast & Secure VPN for privacy;Fast VPN proxy to protect online privacy. Fast and secure VPN connection.
com.callpod.android_apps.keeper;Keeper Password Manager;"The #1 Password Manager for Unlimited Storage, Autofill &amp; Dark Web Monitoring"
com.bitconvert;BitConvert - Bitcoin Converter;Crypto Currency Converter
exchange.sovereignwallet.mui;SovereignWallet, Sovereign Wallet, MUI, MUI Token;MUI, Bitcoin, Ethereum, Tezos and other 25 cryptocurrency wallet. Tezos staking!
com.ecareme.asuswebstorage;ASUS WebStorage - Cloud Drive;Over 30 million active users use the best app of personal cloud storage!
com.nuance.nmc.sihome.metropcs;myMetro;MyMetro allows Metro by T-Mobile customers to make changes to their account.
Kenneth.Currency;Currency;163 exchange rates, calculator, graphs
com.pericles90.binancefuturescalculatorpro;Calculator for Binance Futures (unofficial-pro);A simple and unofficial calculator for future contracts in Binance exchange.
com.monitor.crypto.cryptomonitor;Crypto Monitor: crypto Converter, Portfolio, Rates;"Top-1000 cryptocurrencies prices, crypto converter, portfolio, news &amp; trends!"
ctrip.english;Trip.com: Flights, Hotels, Train & Travel Deals;Unlock savings of up to 50%! Download the free Trip.com app now!
com.greendotcorp.go2bank;GO2bank: Mobile banking;Ultimate mobile bank account
com.ninjacoin;NinjaCoin Mobile Wallet;Send, receive, and view your past NinjaCoin transactions.
com.monero.easy.rewards.mak;Monero : Easy Rewards;Install Monero app if you want to get daily rewards.
com.nathnetwork.monero4k;Monero Iptv 4K;Monero IPTV 4K comes with new amazing feature.
com.beldex;Beldex;"Securely Buy, Sell &amp; Store Bitcoin (BTC), Beldex (BDX), and other Crypto."
net.oblade.krakapi;KrakAPI;Monitor, manage and trade your digital currencies on the kraken market
com.gscoders.monerogame;Monero Game;Try to stay in game as long as possible!
ai.blockhero.discovery;BlockHero Crypto Portfolio;"Track Bitcoin &amp; Altcoins"
com.vegawallet.in;VegaWallet;"Simple &amp; Secure Cryptocurrency Wallet! Bitcoin, Dash, Ethereum, Litecoin, &amp; More"
com.greenengineering.cryptomoney.list;CRYPTO MONEY MINING GPU BENCHMARK;mining gpu list for all cryptocurrencies
com.unicornx.exchange;UnicornX Exchange - Digital Assets Trading;Trade your digital assets such as BTC, ETH, RVN, etc. with UnicornX exchange App
zec.org.freewallet.app;ZCash Wallet;Secure and free Zcash Wallet with a simple interface and built-in exchange
cointelegraph.com;Cointelegraph Bitcoin & Ethereum Blockchain News;"Cryptoсurrency News ● Bitcoin Price ● Blockchain ● Ethereum ● XRP &amp; EOS Charts"
com.phonegap.bit2me;Bit2Me - Buy and Sell Cryptocurrencies;Buy and sell Bitcoin and other cryptocurrencies easily, quickly and safely.
bcc.org.freewallet.app;Bitcoin Cash Wallet. Buy BCH coins - Freewallet;"Buy &amp; Exchange Bitcoin Cash in a BCH Wallet with top-grade security features"
com.financex;FinanceX - Crypto Trading with Fiat;FinanceX is a global digital asset exchange trading in Fiat
com.mining.greenengineering.hash;MINING GPU LIST;best GPU for ethereum,  bitcoin,  zcoin,  zcash, monero
nxt.org.freewallet.app;NXT Wallet. Send & Receive the coin－Freewallet;Free and secure NXT wallet with an integrated exchange
io.bottrex.starter;Bottrex - Cryptocurrency trading bot;Bottrex is a robot that operates Bitcoin and other cryptocurrencies
xem.org.freewallet.app;NEM Wallet by Freewallet;XEM Wallet with secure transactions, a built-in exchange, and a simple interface
com.minditsystems.app.cryptoaware;Crypto Aware - Bitcoin and Altcoin Notifier;Your personal notifier to help keep track of price changes in cryptocurrencies
pl.cinkciarz.cryptorates;Cryptocurrency Rates Conotoxia;Be up-to-date with the most popular cryptocurrency rates!
com.simplecrypto.applearning.cryptoapp;Simple Crypto: Master Bitcoin;Learn everything about cryptocurrency.
org.electrum.electrum;Electrum Bitcoin Wallet;Fast and self-custodial wallet for Bitcoin and the Lightning Network
com.lobstr.client;LOBSTR Stellar Lumens Wallet. Buy XLM Trade Crypto;"LOBSTR - simple &amp; secure Stellar wallet. Buy XLM with credit card, trade crypto."
com.loafwallet;Litewallet: Buy Litecoin;The Official Litecoin Wallet from Charlie Lee and the Litecoin Foundation
net.cit.lite_coin;LTC POS;"LITECOIN (LTC) POINT OF SALE &amp; PLUSBIT"
com.dacryptdev.ltcterminalcloudminer;LTC CLOUD MINER;Play and try litecoin simulation mining experience
com.minigames.free.litecoin.MiniGamesFreeLTC;Mini Games - Free Litecoin;Earn Litecoin while having fun playing.
com.buratinoapps.android.freeltcfaucet;Free Litecoin Faucet;Free distribution of cryptocurrency LTC
com.litecoinplus.androidwallet;Litecoin Plus S;Litecoin Plus upgraded Android Wallet
com.coinsfera;Bitfera – Buy Bitcoin, ETH, LTC, XRP and BCH;The Bitfera app is the best application to buy coin with credit or debit card.
com.vlazvela.earnlitecoin;Earn Free Litecoin;The new and better way to Earn Litoshis playing on the Spin Wheel, Scratch etc.
com.chris.litecoinfaucet;Litecoin Faucet;Litecoin Faucet - Free Litecoin
com.newcurrency.coinstrunk.v1;Coins Wallet for bitcoin and litecoin;First bitcoin, litecoin wallet with 0 (zero) blockchain transaction fee
com.hidayatzproduction.freedogecoinandtrongames;Free Dogecoin & Crypto : Unlimited Spin Games;Free dogecoin and crypto coin with unlimited spin games withdraw to faucetpay
nz.co.onyxsoftware.LitecoinDelta;Litecoin Delta;"Real-time and historical LTC/USD prices &amp; live cross exchange price differences."
com.hidayatzproduction.freecryptofaucetgames;Free Crypto Faucet Games - PlayCoin High Reward;Free cryptocurrency and altcoin with unlimited spin games withdraw to faucetpay
com.crypto.cryptocoinindex;Crypto Coin Index - BTC LTC XRP XLM ETH;Real time prices of BitCoin, Ripple and Top Crypto currencies Prices  .
com.coinviewer;Bitcoin QR Scanner - Coin Viewer;Easily Scan your Bitcoin, Ethereum, Dogecoin, Litecoin and more
appinventor.ai_studiokvc.CryptoFaucet;Crypto Faucet;Selection of the Best Cryptocurrency Faucets
com.gma.cryptobalance;Crypto Balance: Bitcoin, Litecoin, Eth, Doge...;Check your address balances for Bitcoin, Litecoin, Ethereum, Dogecoin, Ripple...
com.trastra.mobile;TRASTRA: Crypto Wallet & VISA Card;"Spend Bitcoin &amp; more in your daily life! Cash Out BTC, ETH, LTC, XRP, BCH to EUR"
com.mansoon.tiltgate;Photon Pong - Earn Free LTC;Earn Litecoin with this game
com.cryptocurrency.bitcoinaltcoinmakemoney;Crypto Tool - Make Money with Bitcoin Ethereum ...;🚀🚀Crypto Tool is a free app to help with your investments in bitcoin altcoins
com.unifiedpurse.app;UnifiedPurse - Receive,Exchange,Sell,Trade Bitcoin;Accept universal payments from 80+ methods. Buy and Sell Bitcoin, Litecoin, ETH.
com.gs.crypto_price_check;Cryptocurrency Converter Calculator: BTC, ETH, LTC;The Crypto Checker Calculator convert rates for BTC, ETH and LTC into USD.
com.quazard.botwars;Botwars: Crypto Trading Game & Market Simulator;Learn how to trade while playing the game | Become a pro cryptocurrency trader
com.sunilshahu.bitcoinregret;Bitcoin Regret - Cryptocurrency FoMO - BTC LTC ETH;If I bought Bitcoin for 1000 USD on 12-12-2012, I would have 1.3 millions USD.
bitcoinflip.flip;Bitcoin Trading App - Bitcoin Flip;BUY AND SELL Bitcoin without real money = Risk Free 🍾
de.ontimetech.android.USD_LTC;US Dollar / Litecoin Rate;US Dollar / Litecoin exchange rate, including charts.
cm.fintech.interstellar;Interstellar - Stellar Lumens XLM Wallet and SDEX;"Interstellar is a highly secure, multi-purpose, decentralized wallet &amp; exchange"
com.android_getlitecoinforeverr;Free Litecoin;Fun and collect litoshi.
com.miningup;Mining Up;Mining UP Company's Mining Farm
com.allcoinwallet.allcoinwallet;All Coin Wallet;Purchase and sale of crypto easily on All Coin Wallet App
net.ethylyte.com;ETHLYTE CRYPTO: Bitcoin /Cryptocurrency /Money App;Send/recieve Bitcoin, Ethereum ,USDC  ( crypto´s ) for free. Exchange crypto´s
com.bprogrammers.cryptorize;CryptoRize - Earn Real Bitcoin;Very fun game of combination
com.lkrcoin.wallet;Wallet LKRcoin - Bitcoin - Litecoin;Pay instantly regardless of place or time using cryptocurrencies.
com.alpha.wallet;Alpha Wallet. Bitcoin, Ethereum, Litecoin;Alpha Wallet - first secure multi-purse in the world.
one.citadel.mobile;Citadel One;Citadel.one is all-in-one platform born to change the way you deal with crypto
com.sravs.cryptoprices;Crypto Price Index -BTH ETH XRP LTC more tracker;"Real time prices of BitCoin, Ripple, ETH, LTC &amp; Top Crypto currencies Prices ."
com.pumapay.pumawallet;PumaPay Blockchain Wallet 4 Bitcoin & Crypto Coins;"Crypto wallet to easily get, send, receive, manage bitcoin &amp; cryptocurrency"
com.valcourgames.walletwatch.android;BTC Wallet Watch;Cryptocurrency address viewer
uk.co.globalblock.droidapp;GlobalBlock Digital Asset Exchange;Global Block Digital Assets
com.fivetaps.currency;Currency + Crypto Converter;Super handy and easy to use Currency and Cryptocurrency Exchange Rate converter
com.badwolf.cryptomaker;CryptoMaker - Win Bitcoin, Ethereum;With this app, easily earn cryptocurrencies: Bitcoin, Ethereum and Litecoin.
com.boringgame.coinfaucet;Crypto Coin Faucet;It is a application collect many crypto coin faucet.
earn.free.crypto.Faucets;Claim Crypto - Multi Faucet;Best cryptocurrency Faucets to get free cryptocoins
com.cryptoprice.titan;Bitcoin Crazyness Indicator Alerts and Portfolio;"Alerts on indicators, pump &amp; dump, and price. Bitcoin &amp; Cryptocurrency portfolio"
com.batroxsstd.winbitcoinstopcrypto;Earn Free REAL Bitcoin & Top 10 Cryptocurrencies;Join us to earn free Bitcoin (BTC) or the TOP 10 Cryptocurrencies
com.academy.binance;Binance Academy - Blockchain & Crypto Education;"Learn about blockchain &amp; cryptocurrency technologies - Bitcoin Ethereum Litecoin"
io.cordova.signals;Trade Bull - Free Crypto Signals - Market analysis;A free crypto analytical tool, providing premium quality trading signals daily
com.apmex.spot;Live Gold & Silver Spot Price;"Precious Metals News &amp; Deals"
com.profittrading.forkucoin;ProfitTrading For KuCoin - Trade much faster;Trade Margin and Futures at KuCoin! Bitcoin trading, Trailing Stop available!
app.cryptomania.com;Simulator — Cryptocurrency trading;Simulator — Bitcoin trading and investing for beginners
io.bhex.app;HBTC;HBTC - Grow Your Digital Assets
com.swap.xwpwallet;Swap Wallet;Mobile Wallet for the Swap (XWP) Blockchain Project
com.funfungames.forexalarm;Forex Alert - Notification & Bitcoin/Crypto Alerts;"Compact app to receive forex/crypto quote and rate alerts live &amp; exactly!"
com.swiftspeedappcreator.android5ff664428a946;Bitmax Pro - Crypto Trading, Bitcoin Exchange;BitMax.io is a high-performance digital asset trading platform
free.crypto.trading.signals;Crypto Signal: Bitcoin buy/sell signals;Get your BUY and SELL Bitcoin trading signals!
in.koinex.android;Koinex - India's largest digital assets exchange;Official app of India's most advanced crypto exchange. Trade anytime, anywhere.
com.profittrading.forcoinbase;ProfitTrading For Coinbase and Coinbase PRO;Trade faster at Coinbase! Bitcoin trading, get profits! Trailing Stop available!
com.coinranking.twa;Coinranking - Cryptocurrency Prices Live & NFTs;"Get all Cryptocurrency Prices: Bitcoin, Ethereum &amp; NFTs. Live in USD, EUR &amp; more"
giniapps.easymarkets.com;easyMarkets:  Trade Forex, Bitcoin, Oil and Shares;"CFD trading on Forex, Shares, Cryptocurrency, Oil, Metals &amp; Indices"
org.cryptochan.coinalertme;Coinalert.me;CoinAlert.me makes it easy to monitor 1500+ cryptocurrencies
com.blockkoinmobile;Blockkoin;Buy, sell, and trade (BK), (BTC), (ETH), (XRP), and the best coins on the market
com.richamster.app;Richamster - Cryptocurrency trading mobile app;Buy and sell Cryptocurrencies like BTC,KRB,DOGE..with safety from Richamster
com.anandroid.cryptoindia;Crypto India - Coin Exchange Rates;Get real-time rates of top cryptocurrencies from all Indian exchanges
com.dsdaq.mobiletrader;Dsdaq - Buy stock with Bitcoin;Use Crypto to trade Stock,Gold, Oil and Forex
com.cryptocards;Crypto Cards - Collect and Earn;Digital Collectibles Game - Complete your Album and become the #1 Collector
com.gloath.portalsapp;Portals : Crypto Wallet Generator - Bitcoin;Best wallet generator. Generate bitcoin, ethereum, unlimited cryptocurrency keys
academehub.forex_trading_foreign_exchange_investing_course;Foreign exchange course - Become a Forex Trader;🙌 Amazing opportunity to learn Forex treading and Foreign exchange investing 🙌
eu.codehunter.airdrops;Airdrops - Crypto Tokens;Airdrops lists active and upcoming crypto token giveaways.
com.ally.coinarbitrages;Coin Prices & Arbitrages;View and compare the prices of your coins across hundreds of crypto exchanges...
org.nativescript.BTrex;Multi Exchange Crypto Trading Terminal;Trade on many crypto Exchanges. All you need to have is API (key and secret)
io.trade.tradeio.eu;trade.io - Smarter crypto trading;Buy and sell your favorite cryptocurrencies on-the-go, from your mobile device.
wallet.gem.com.atoken;ATokenWallet;AToken is a mobile wallet that supports secure and easy multi-asset storage.
com.develop.elegant.coinalarm;Coin Alarm;This app will monitor the price of crypto currency instead of you.
global.bitex.bitexpay.android;BitexPay;BitexPay offers a Debit Card, cryptocurrency trading, and secure crypto wallets.
chartim.bitcoin.realtime;chart.im;Realtime cryptocurrency charts
com.spectre.magneticmoney;Magnetic Money - exchange search;The best exchange rates for ecurrencies and cryptocurrencies. Trusted exchangers
br.com.blogspot.xtsoftwareapps.bitcoinconverter;Bitcoin Converter;Bitcoin Converter converts Bitcoins BTC to other currencies for free.
com.unicorn.shiftbuy;ShiftBuy. Cryptocurrency exchange in two clicks.;Simple, fast and reliable cryptocurrency exchange with ShiftBuy.
io.polkawallet.www.polka_wallet;Polkawallet;Mobile wallet for Polkadot Eco.
jp.co.soramitsu.fearless;Fearless Wallet;Mobile application for Kusama and Polkadot networks
com.polkadot.polkadotrewards;Free Polkadot | Withdraw Coins & Rewards | 2021;Collect Reward and withdraw Polkadot directly in wallet. Best App for free Coin.
com.coinhako;Coinhako: Buy Bitcoin, Crypto Wallet & Trading;Easy Access to Bitcoin, Trusted and Secure Crypto Wallet Services in Asia
com.inf.os.xnanoandroid;xNANO | Compre e Venda Bitcoin e Criptomoedas;Buy and sell Bitcoin and other Cryptocurrencies in Brazil safely and quickly.
io.newscrypto.app;Newscrypto app;NewsCrypto allows you to track crypto prices, portfolio and trends in one place.
com.binance.cloud.tokocrypto;Tokocrypto - Bitcoin Regulated Trading Platform;Digital Asset Trading Platform by Tokocrypto
com.kodmap.cointracker;CryptoTracker - Price, Marketcap, Widget, Alert;Track Bitcoin and other altcoins.Analyze with price, volume, market cap chart.
com.blockchain.yfi;Blockchain Airdrop - Free YFI, DOT & Aave;Blockchain is the OG crypto wallet that has tens of millions of users worldwide.
com.mokimokiteam.cryptonewsalerts;Crypto News Alerts - Track bitcoin news - altcoins;Cryptocurrency news tracking application for bitcoin or any altcoin
com.tokenbacon.TokenBaconApp;TokenBacon digital tokens wallet;TokenBacon:Cross-chain blockchain wallet can sending manage your tokens by email
mrv.ardor.lite;Ardor Lite Wallet;A wallet for the Ardor blockchain with local signing and account saving
com.inf.os.xbitcoinandroid;xBitcoin | Compre e Venda Bitcoin e Criptomoedas;Buy and Sell Bitcoin and other Cryptomes in Brazil safely and quickly.
com.cd.coinsdaily;CoinsDaily | Crypto News, Top ICO's & Reviews;Crypto News Made Easy
com.sananhaji.currencyconvertereasy;Currency Converter Easy: Bitcoin, Crypto Money;Easy Currency Converter: Bitcoin, Crypto Money, 300+ Currencies, Offline Use
app.liquidassets;Liquid Assets - Portfolio Tracker;Your cash assets are at your fingertips on a single application
com.metallicus.protonwallet;Proton Wallet;Official wallet for Proton Chain
com.wanchain.WanWallet;WanWallet;Wanchain Wallet is the official mobile wallet developed by Wanchain Foundation.
com.webberrobots.dogeminer;Dogeminer;Such Dogeminer promo. Wow. Many simulate. Much Dogecoin. TO THE MOON!
cash.klever.blockchain.wallet;Klever Wallet: Buy Bitcoin, Ethereum, Tron, Crypto;"The safest crypto wallet to store &amp; buy Bitcoin, Ethereum, TRX,  XRP, LTC &amp; BNB"
org.pchain.wallet;PIwallet;PIwallet, the decentralized blockchain mobile wallet developed by PCHAIN.
com.tronlinkpro.wallet;TronLink Pro - The Best TRON Wallet;Crypto wallet for TRON blockchain
io.safepal.wallet;SafePal - Crypto wallet BTC ETH LTC BNB Tron EOS;Manage 10,000+ tokens in the safest and easiest-to-use cryptocurrency wallet!
com.primereum.pmf.wallet;Primereum Wallet;A Wallet to keep track of your Ethers, ERC20, PMF, PRM Tokens.
com.arzdigitalnew;Arzdigital;Arzdigital official appliation
com.andromo.dev230101.app306158;Polka Dot Wallpapers;From tiny polka dots to big bold ones, this app has it all!
com.fonezo.pldblue;Blue - PolkaDot Wallpapers;Set your favorite blue polka dot wallpaper as your home screen and lock screen
com.pamp.pampwallet;Pamp Wallet: DeFi Wallet for Staking & Yield Farm;"Join a community earning rewards in DeFi &amp; Yield Farming (Decentralized Finance)"
com.fonezo.pldmaya;Maya - PolkaDot Wallpapers;Set your favorite polka dot wallpaper as your home screen and lock screen
com.polkadot.wallpapers;Polka Dot Wallpapers;Polka dot Wallpapers
com.fonezo.pldpeant;Peant - PolkaDot Wallpapers;Set your favorite polka dot wallpaper as your home screen and lock screen
com.paribu.app;Paribu;Turkey's largest Bitcoin trading platform Paribu the mobile app.
com.rejekiapp.polkadotwallpaperhd;Polkadot Wallpaper HD;• Best Polkadot Wallpaper HD app for your phone and tablet free
io.iotex.iopay.gp;ioPay;ioPay is a wallet to manage your IOTX and assets on IoTeX blockchain.
com.fonezo.pldcrimson;Crimson - PolkaDot Wallpapers;Set your favorite polka dot wallpaper as your home screen and lock screen
com.fonezo.pldred;Red - PolkaDot Wallpapers;Set your favorite red polka dot wallpaper as your home screen and lock screen
apricoworks.android.wallpaper.otometokei2free;[Free] OTOMETOKEI Polka Dot !;OTOMETOKEI is CUTE ELEGANCE WORLD QLOCK Live Wall.　Cute diamonds and colors.
com.fonezo.pldorange;Orange - PolkaDot Wallpapers;Set your favorite orange polka dot wallpaper as your home screen and lock screen
com.myapp.Polka.Dot.Wallpaper;Polka Dot Wallpaper;"This App has cute &amp; Awsome collection of Polka Dot Wallpaper for free."
com.fonezo.pldolive;Olive - PolkaDot Wallpapers;Set your favorite olive polka dot wallpaper as your home screen and lock screen
com.fonezo.pldyellow;Yellow - PolkaDot Wallpapers;Set your favorite yellow polka dot wallpaper as your home screen and lock screen
com.voe.polkadotcrop;Polka Dot;Make it possible to create reverse polka dots picture.
com.tomochain.wallet;Tomo Wallet;TomoChain Mobile Wallet
com.btcturk.pro;BtcTurk | PRO - Buy-Sell Bitcoin;Trade Bitcoin Professionally
com.HalfLabStudios.PolkaDotGame;Polka Dot Game;Dodge flying circles that will try to ruin your game!
com.mosl.mobile;MO Investor: Online Investing and Stock Market App;All your investments at your fingertips!
com.bloomberg.android.plus;Bloomberg: Market & Financial News;Get the latest stock market, financial, business news and more.
com.polkadotwallpaper.yelowcreative;Polka dot Wallpaper;Free download
sergioarroyoval.games.polkadots;Polka-Dots;Touch the right colored circles, as fast as possible, for a minute.
com.blockchainvault;Pi Network;An inclusive digital currency
net.wallpp.polkadot_wallpapers;Polka Dot Wallpaper;Polka Dot Wallpaper is free app that provides the best of polka dot wallpapers
com.google.android.apps.paidtasks;Google Opinion Rewards;Answer surveys and earn Play credit!
com.microsoft.skydrive;Microsoft OneDrive;Access and share your photos, docs, and more from anywhere for free.
com.revolut.revolut;Revolut;Get more from your money
com.dropbox.android;Dropbox: Cloud Storage, Photo Backup, File Manager;"File &amp; photo storage and sharing for all your docs, photos, videos, and more."
