app_name,class_dex,types,matches
com.instantcoins.apk,classes.dex,compiler,['r8']
com.ixx_android.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'SIM operator check', 'network operator name check', 'subscriber ID check']"
com.ixx_android.apk,classes.dex,compiler,['r8']
com.ixx_android.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible ro.secure check', 'emulator file check']"
com.ixx_android.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.ixx_android.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.ixx_android.apk,lib/arm64-v8a/libsgmain.so!classes.dex,anti_vm,['subscriber ID check']
com.ixx_android.apk,lib/arm64-v8a/libsgmain.so!classes.dex,compiler,['dx']
com.ixx_android.apk,lib/arm64-v8a/libsgnocaptcha.so!classes.dex,compiler,['dx']
com.ixx_android.apk,lib/arm64-v8a/libsgsecuritybody.so!classes.dex,compiler,['dx']
com.ixx_android.apk,lib/armeabi-v7a/libsgmain.so!classes.dex,anti_vm,['subscriber ID check']
com.ixx_android.apk,lib/armeabi-v7a/libsgmain.so!classes.dex,compiler,['dx']
com.ixx_android.apk,lib/armeabi-v7a/libsgnocaptcha.so!classes.dex,compiler,['dx']
com.ixx_android.apk,lib/armeabi-v7a/libsgsecuritybody.so!classes.dex,compiler,['dx']
com.ixx_android.apk,lib/armeabi/libsgmain.so!classes.dex,anti_vm,['subscriber ID check']
com.ixx_android.apk,lib/armeabi/libsgmain.so!classes.dex,compiler,['dx']
com.ixx_android.apk,lib/armeabi/libsgnocaptcha.so!classes.dex,compiler,['dx']
com.ixx_android.apk,lib/armeabi/libsgsecuritybody.so!classes.dex,compiler,['dx']
com.jex.trade.apk,,packer,['Jiagu']
com.jex.trade.apk,classes.dex,compiler,['dexlib 2.x']
com.kinesis.kinesisapp.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'network operator name check', 'ro.kernel.qemu check', 'possible VM check']"
com.kinesis.kinesisapp.apk,classes.dex,compiler,['r8']
com.kinesis.kinesisapp.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.kinesis.kinesisapp.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'Build.TAGS check', 'possible VM check']"
com.kinesis.kinesisapp.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.kinesis.kinesisapp.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'network operator name check']"
com.kinesis.kinesisapp.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.kinesis.kinesisapp.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
com.koinkoin.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check', 'Build.TAGS check']"
com.koinkoin.apk,classes.dex,compiler,['r8']
com.koinkoin.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.koinstrap.koinstrap.apk,assets/audience_network.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.koinstrap.koinstrap.apk,assets/audience_network.dex,anti_vm,['possible Build.SERIAL check']
com.koinstrap.koinstrap.apk,assets/audience_network.dex,compiler,['unknown (please file detection issue!)']
com.koinstrap.koinstrap.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'network operator name check', 'device ID check', 'possible VM check']"
com.koinstrap.koinstrap.apk,classes.dex,compiler,['r8']
com.koinstrap.koinstrap.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'device ID check']"
com.koinstrap.koinstrap.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.litecoinplus.androidwallet.apk,classes.dex,compiler,['r8']
com.maicoin.max.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'device ID check', 'possible VM check']"
com.maicoin.max.apk,classes.dex,compiler,['r8']
com.maicoin.max.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.maicoin.max.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'device ID check']"
com.maicoin.max.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.matrixport.mark.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'device ID check']"
com.matrixport.mark.apk,classes.dex,compiler,['r8']
com.matrixport.mark.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.matrixport.mark.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.matrixport.mark.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'Build.TAGS check', 'possible VM check']"
com.matrixport.mark.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.matrixport.mark.apk,classes3.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'SIM operator check']"
com.matrixport.mark.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.monnos.android.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'Build.TAGS check', 'SIM operator check']"
com.monnos.android.apk,classes.dex,compiler,['r8']
com.monnos.android.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.monnos.android.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
com.monnos.android.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.monnos.android.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.monnos.android.apk,classes4.dex,anti_vm,['Build.MANUFACTURER check']
com.monnos.android.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
com.monnos.android.apk,classes5.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check']"
com.monnos.android.apk,classes5.dex,compiler,['r8 without marker (suspicious)']
com.mycontainer.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check']"
com.mycontainer.apk,classes.dex,compiler,['r8']
com.mycontainer.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.nakitcoins.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check']"
com.nakitcoins.wallet.apk,classes.dex,compiler,['r8']
com.nakitcoins.wallet.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'network operator name check']"
com.nakitcoins.wallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.net_cents.netcents2.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check', 'Build.TAGS check']"
com.net_cents.netcents2.apk,classes.dex,compiler,['r8']
com.net_cents.netcents2.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'network operator name check', 'possible VM check']"
com.net_cents.netcents2.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.net_cents.netcents2.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'network operator name check']"
com.net_cents.netcents2.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.newgo.coincola.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.BRAND check', 'Build.DEVICE check', 'Build.PRODUCT check', 'Build.BOARD check', 'SIM operator check', 'network operator name check']"
com.newgo.coincola.apk,classes.dex,compiler,['r8']
com.newgo.coincola.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.newgo.coincola.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check']"
com.newgo.coincola.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.newgo.coincola.apk,classes3.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.BOARD check', 'possible Build.SERIAL check', 'SIM operator check', 'network operator name check', 'device ID check', 'subscriber ID check']"
com.newgo.coincola.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.nexowallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'possible VM check']"
com.nexowallet.apk,classes.dex,compiler,['r8']
com.nexowallet.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.nexowallet.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
com.nexowallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.nobillio.coinbaazar.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'possible VM check']"
com.nobillio.coinbaazar.apk,classes.dex,compiler,['r8']
com.nobillio.coinbaazar.apk,classes2.dex,anti_vm,['Build.MANUFACTURER check']
com.nobillio.coinbaazar.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.nobillio.coinbaazar.apk,classes3.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check']"
com.nobillio.coinbaazar.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.node.coindirect.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.node.coindirect.apk,classes.dex,compiler,['r8']
com.node.coindirect.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.nova.dax.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'SIM operator check', 'network operator name check', 'ro.kernel.qemu check', 'possible VM check']"
com.nova.dax.apk,classes.dex,compiler,['r8']
com.nova.dax.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.nova.dax.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.nova.dax.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.nova.dax.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.nova.dax.apk,classes3.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.nova.dax.apk,classes3.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
com.nova.dax.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.okinc.okex.gp.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'SIM operator check', 'network operator name check', 'device ID check', 'subscriber ID check', 'ro.kernel.qemu check', 'possible ro.secure check', 'emulator file check']"
com.okinc.okex.gp.apk,classes.dex,compiler,['r8']
com.okinc.okex.gp.apk,classes10.dex,anti_vm,['Build.MANUFACTURER check']
com.okinc.okex.gp.apk,classes10.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes11.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes12.dex,anti_vm,['possible Build.SERIAL check']
com.okinc.okex.gp.apk,classes12.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes13.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes14.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes15.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes16.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes17.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes18.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'subscriber ID check']"
com.okinc.okex.gp.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'possible ro.secure check', 'emulator file check']"
com.okinc.okex.gp.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes4.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'subscriber ID check', 'possible ro.secure check', 'emulator file check']"
com.okinc.okex.gp.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes5.dex,anti_vm,"['Build.MANUFACTURER check', 'Build.BOARD check', 'possible Build.SERIAL check', 'network operator name check']"
com.okinc.okex.gp.apk,classes5.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes6.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.okinc.okex.gp.apk,classes6.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible VM check']"
com.okinc.okex.gp.apk,classes6.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes7.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check']"
com.okinc.okex.gp.apk,classes7.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes8.dex,compiler,['r8 without marker (suspicious)']
com.okinc.okex.gp.apk,classes9.dex,compiler,['r8 without marker (suspicious)']
com.panaeshacapital.pcex.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'device ID check', 'possible VM check']"
com.panaeshacapital.pcex.apk,classes.dex,compiler,['r8']
com.panaeshacapital.pcex.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'device ID check']"
com.panaeshacapital.pcex.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.payperless.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'network operator name check', 'ro.kernel.qemu check']"
com.payperless.wallet.apk,classes.dex,compiler,['r8']
com.payperless.wallet.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check']"
com.payperless.wallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.payplux.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.payplux.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'Build.TAGS check', 'possible VM check']"
com.payplux.apk,classes.dex,compiler,['r8']
com.payplux.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.payplux.apk,classes2.dex,anti_vm,['Build.MANUFACTURER check']
com.payplux.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.payplux.apk,classes3.dex,anti_vm,['Build.MANUFACTURER check']
com.payplux.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.payplux.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
com.payscript.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check']"
com.payscript.apk,classes.dex,compiler,['r8']
com.payscript.apk,classes2.dex,compiler,['r8']
com.phemex.app.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.phemex.app.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'network operator name check', 'device ID check', 'ro.kernel.qemu check', 'possible VM check']"
com.phemex.app.apk,classes.dex,compiler,['unknown (please file detection issue!)']
com.phemex.app.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.phemex.app.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'SIM operator check']"
com.phemex.app.apk,classes2.dex,compiler,['dx']
com.plasmapay.androidapp.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check']"
com.plasmapay.androidapp.apk,classes.dex,compiler,['r8']
com.plasmapay.androidapp.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'Build.TAGS check']"
com.plasmapay.androidapp.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.plasmapay.androidapp.apk,classes3.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.plasmapay.androidapp.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'Build.TAGS check', 'possible VM check']"
com.plasmapay.androidapp.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.plasmapay.androidapp.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
com.plasmapay.androidapp.apk,classes5.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check']"
com.plasmapay.androidapp.apk,classes5.dex,compiler,['r8 without marker (suspicious)']
com.plasmapay.androidapp.apk,classes6.dex,compiler,['r8 without marker (suspicious)']
com.plasmapay.androidapp.apk,classes7.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check']"
com.plasmapay.androidapp.apk,classes7.dex,compiler,['r8 without marker (suspicious)']
com.plunien.poloniex.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check']"
com.plunien.poloniex.apk,classes.dex,compiler,['r8']
com.plunien.poloniex.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.plunien.poloniex.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'SIM operator check', 'possible VM check']"
com.plunien.poloniex.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.plunien.poloniex.apk,classes3.dex,anti_vm,['Build.MANUFACTURER check']
com.plunien.poloniex.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.plunien.poloniex.apk,classes4.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check', 'network operator name check', 'device ID check']"
com.plunien.poloniex.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
com.pointpay.bank.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.pointpay.bank.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'Build.TAGS check', 'possible VM check']"
com.pointpay.bank.apk,classes.dex,compiler,['r8']
com.pointpay.bank.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.polispay.copay.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.polispay.copay.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'Build.TAGS check']"
com.polispay.copay.apk,classes.dex,compiler,['r8']
com.profittrading.forcoinbase.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.profittrading.forcoinbase.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check']"
com.profittrading.forcoinbase.apk,classes.dex,compiler,['r8']
com.qsoft.mybtc.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.TAGS check']"
com.qsoft.mybtc.apk,classes.dex,compiler,['r8']
com.qubris.freecryptofaucet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.DEVICE check']"
com.qubris.freecryptofaucet.apk,classes.dex,compiler,['r8']
com.quidax.app.apk,assets/audience_network.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.quidax.app.apk,assets/audience_network.dex,anti_vm,['possible Build.SERIAL check']
com.quidax.app.apk,assets/audience_network.dex,compiler,['unknown (please file detection issue!)']
com.quidax.app.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'network operator name check', 'device ID check', 'possible VM check']"
com.quidax.app.apk,classes.dex,compiler,['r8']
com.quidax.app.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'device ID check']"
com.quidax.app.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.remint.app.apk,assets/audience_network.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.remint.app.apk,assets/audience_network.dex,anti_vm,['possible Build.SERIAL check']
com.remint.app.apk,assets/audience_network.dex,compiler,['unknown (please file detection issue!)']
com.remint.app.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.BRAND check', 'Build.DEVICE check', 'Build.PRODUCT check', 'Build.TAGS check', 'SIM operator check']"
com.remint.app.apk,classes.dex,compiler,['unknown (please file detection issue!)']
com.remint.app.apk,classes2.dex,compiler,['dx']
com.remitano.remitano.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'possible VM check']"
com.remitano.remitano.apk,classes.dex,compiler,['r8']
com.remitano.remitano.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.remitano.remitano.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.remitano.remitano.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.remitano.remitano.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.saltlending.mobile.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'possible VM check']"
com.saltlending.mobile.apk,classes.dex,compiler,['r8']
com.saltlending.mobile.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.saltlending.mobile.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.saltlending.mobile.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.saltlending.mobile.apk,classes3.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.saltlending.mobile.apk,classes3.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
com.saltlending.mobile.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.saltlending.mobile.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
com.sculptech.dtrax.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.sculptech.dtrax.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.sculptech.dtrax.apk,classes.dex,compiler,['r8']
com.sencoinex.android.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.sencoinex.android.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'Build.TAGS check', 'possible VM check']"
com.sencoinex.android.apk,classes.dex,compiler,['r8']
